🐳douyu(ljk播放器),#genre#
纪录9台,http://39.135.32.6:6610/PLTV/77777777/224/3221225663/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
科教10台,http://39.135.32.6:6610/PLTV/77777777/224/3221225704/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
戏曲11台,http://39.135.32.6:6610/PLTV/77777777/224/3221225739/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
戏曲11台,http://39.135.32.6:6610/PLTV/77777777/224/3221225750/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
社会与法12台,http://39.135.32.6:6610/PLTV/77777777/224/3221225645/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
新闻13台,http://39.135.32.6:6610/PLTV/77777777/224/3221225798/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
新闻13台,http://39.135.32.6:6610/PLTV/77777777/224/3221225759/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
新闻13台,http://39.135.32.6:6610/PLTV/77777777/224/3221225742/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
新闻13台,http://39.135.32.6:6610/PLTV/77777777/224/3221225787/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
少儿14台,http://39.135.32.6:6610/PLTV/77777777/224/3221225648/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
音乐15台,http://39.135.32.6:6610/PLTV/77777777/224/3221225693/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
音乐15台,http://39.135.32.6:6610/PLTV/77777777/224/3221225830/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
奥林匹克16台,http://39.135.32.6:6610/PLTV/77777777/224/3221225956/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
奥林匹克16台,http://39.135.32.6:6610/PLTV/77777777/224/3221225897/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
农业农村17台,http://39.135.32.6:6610/PLTV/77777777/224/3221225513/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
农业农村17台,http://39.135.32.6:6610/PLTV/77777777/224/3221225766/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
农业农村17台,http://39.135.32.6:6610/PLTV/77777777/224/3221225833/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
综合1台,http://39.135.55.105:6610/PLTV/88888888/224/3221225829/index.m3u8?servicetype=1?zzhongd
综合1台,http://39.135.55.105:6610/PLTV/88888888/224/3221227014/index.m3u8?servicetype=1?zzhongd
综合1台,http://39.135.55.105:6610/PLTV/88888888/224/3221225922/index.m3u8?servicetype=1?zzhongd
综合1台,http://39.135.55.105:6610/PLTV/88888888/224/3221226908/index.m3u8?servicetype=1?zzhongd
财经2台,http://39.135.55.105:6610/PLTV/88888888/224/3221225800/index.m3u8?servicetype=1?zzhongd
财经2台,http://39.135.55.105:6610/PLTV/88888888/224/3221226795/index.m3u8?servicetype=1?zzhongd
财经2台,http://39.135.55.105:6610/PLTV/88888888/224/3221225923/index.m3u8?servicetype=1?zzhongd
综艺3台,http://39.135.55.105:6610/PLTV/88888888/224/3221227055/index.m3u8?servicetype=1?zzhongd
中文国际4台,http://39.135.55.105:6610/PLTV/88888888/224/3221225802/index.m3u8?servicetype=1?zzhongd
中文国际4台,http://39.135.55.105:6610/PLTV/88888888/224/3221226968/index.m3u8?servicetype=1?zzhongd
体育5台,http://39.135.55.105:6610/PLTV/88888888/224/3221227170/index.m3u8?servicetype=1?zzhongd
体育赛事,http://39.135.55.105:6610/PLTV/88888888/224/3221225821/index.m3u8?servicetype=1?zzhongd
体育赛事,http://39.135.55.105:6610/PLTV/88888888/224/3221225939/index.m3u8?servicetype=1?zzhongd
电影6台,http://39.135.55.105:6610/PLTV/88888888/224/3221227137/index.m3u8?servicetype=1?zzhongd
国防军事7台,http://39.135.55.105:6610/PLTV/88888888/224/3221225805/index.m3u8?servicetype=1?zzhongd
国防军事7台,http://39.135.55.105:6610/PLTV/88888888/224/3221225927/index.m3u8?servicetype=1?zzhongd
电视剧8台,http://39.135.55.105:6610/PLTV/88888888/224/3221227174/index.m3u8?servicetype=1?zzhongd
纪录9台,http://39.135.55.105:6610/PLTV/88888888/224/3221225820/index.m3u8?servicetype=1?zzhongd
纪录9台,http://39.135.55.105:6610/PLTV/88888888/224/3221225929/index.m3u8?servicetype=1?zzhongd
科教10台,http://39.135.55.105:6610/PLTV/88888888/224/3221225814/index.m3u8?servicetype=1?zzhongd
科教10台,http://39.135.55.105:6610/PLTV/88888888/224/3221225931/index.m3u8?servicetype=1?zzhongd
戏曲11台,http://39.135.55.105:6610/PLTV/88888888/224/3221225815/index.m3u8?servicetype=1?zzhongd
社会与法12台,http://39.135.55.105:6610/PLTV/88888888/224/3221225816/index.m3u8?servicetype=1?zzhongd
社会与法12台,http://39.135.55.105:6610/PLTV/88888888/224/3221225932/index.m3u8?servicetype=1?zzhongd
新闻13台,http://39.135.55.105:6610/PLTV/88888888/224/3221225817/index.m3u8?servicetype=1?zzhongd
少儿14台,http://39.135.55.105:6610/PLTV/88888888/224/3221225819/index.m3u8?servicetype=1?zzhongd
少儿14台,http://39.135.55.105:6610/PLTV/88888888/224/3221225933/index.m3u8?servicetype=1?zzhongd
音乐15台,http://39.135.55.105:6610/PLTV/88888888/224/3221225818/index.m3u8?servicetype=1?zzhongd
奥林匹克16台,http://39.135.55.105:6610/PLTV/88888888/224/3221227148/index.m3u8?servicetype=1?zzhongd
奥林匹克16台,http://39.135.55.105:6610/PLTV/88888888/224/3221227125/index.m3u8?servicetype=1?zzhongd
农业农村17台,http://39.135.55.105:6610/PLTV/88888888/224/3221226990/index.m3u8?servicetype=1?zzhongd
农业农村17台,http://39.135.55.105:6610/PLTV/88888888/224/3221226986/index.m3u8?servicetype=1?zzhongd
综合1台,http://117.148.179.165/PLTV/88888888/224/3221231468/index.m3u8?zzhongd
财经2台,http://117.148.179.147/PLTV/88888888/224/3221231678/index.m3u8?zzhongd
综艺3台,http://117.148.179.157/PLTV/88888888/224/3221231682/index.m3u8?zzhongd
中文国际4台,http://117.148.179.157/PLTV/88888888/224/3221231726/index.m3u8?zzhongd
体育5台,http://117.148.179.142/PLTV/88888888/224/3221232440/index.m3u8?zzhongd
体育赛事,http://117.148.179.157/PLTV/88888888/224/3221233107/index.m3u8?zzhongd
电影6台,http://117.148.179.157/PLTV/88888888/224/3221232689/index.m3u8?zzhongd
国防军事7台,http://117.148.179.157/PLTV/88888888/224/3221231633/index.m3u8?zzhongd
电视剧8台,http://117.148.179.157/PLTV/88888888/224/3221231694/index.m3u8?zzhongd
纪录9台,http://117.148.179.157/PLTV/88888888/224/3221231697/index.m3u8?zzhongd
科教10台,http://117.148.179.157/PLTV/88888888/224/3221231666/index.m3u8?zzhongd
戏曲11台,http://117.148.179.157/PLTV/88888888/224/3221231711/index.m3u8?zzhongd
社会与法12台,http://117.148.179.157/PLTV/88888888/224/3221231660/index.m3u8?zzhongd
新闻13台,http://183.207.249.11/PLTV/3/224/3221225560/index.m3u8?zzhongd
少儿14台,http://117.148.179.157/PLTV/88888888/224/3221231648/index.m3u8?zzhongd
音乐15台,http://117.148.179.157/PLTV/88888888/224/3221231693/index.m3u8?zzhongd
奥林匹克16台,http://117.148.179.157/PLTV/88888888/224/3221233442/index.m3u8?zzhongd
农业农村17台,http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8?zzhongd
中文国际欧洲,http://117.148.179.157/PLTV/88888888/224/3221231615/index.m3u8?zzhongd
中文国际欧洲,http://117.148.179.157/PLTV/88888888/224/3221232852/index.m3u8?zzhongd
中文国际美洲,http://117.148.179.157/PLTV/88888888/224/3221231654/index.m3u8?zzhongd
中文国际美洲,http://117.148.179.157/PLTV/88888888/224/3221232866/index.m3u8?zzhongd
4K超高清,http://39.135.55.7:6610/PLTV/88888888/224/3221226998/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
4K超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8?zzhongd
8K超高清,http://117.148.179.157/PLTV/88888888/224/3221233404/index.m3u8?zzhongd
8K超高清,http://117.148.179.157/PLTV/88888888/224/3221233350/index.m3u8?zzhongd
8K超高清,http://117.148.179.157/PLTV/88888888/224/3221233413/index.m3u8?zzhongd
8K超高清,http://117.148.179.157/PLTV/88888888/224/3221233457/index.m3u8?zzhongd
8K超高清,http://117.148.179.157/PLTV/88888888/224/3221233439/index.m3u8?zzhongd

🍄CCTV流通,#genre#
综合,http://111.40.196.9/PLTV/88888888/224/3221225511/index.m3u8?zyangd
1台综合,http://111.40.196.25/PLTV/88888888/224/3221225548/index.m3u8?zyangd
1台综合,http://111.20.41.250/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225660/1.m3u8?zyangd
1台综合,http://111.40.196.9/PLTV/88888888/224/3221225755/index.m3u8?zyangd
1台综合,http://117.148.179.157/PLTV/88888888/224/3221231528/index.m3u8?zyangd
1台综合,http://117.148.179.157/PLTV/88888888/224/3221232791/index.m3u8?zyangd
2台财经,http://117.148.179.157/PLTV/88888888/224/3221232777/index.m3u8?zyangd
2台财经,http://117.148.179.157/PLTV/88888888/224/3221233238/index.m3u8?zyangd
2台财经,http://111.20.106.13:6610/yinhe/2/ch00000090990000001840/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
2台财经,http://111.20.106.13:6610/yinhe/2/ch00000090990000001021/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
3台综艺,http://111.40.196.25/PLTV/88888888/224/3221225588/index.m3u8?zyangd
3台综艺,http://117.148.179.157/PLTV/88888888/224/3221232794/index.m3u8?zyangd
3台综艺,http://newvideo.dangtutv.cn:8278/CCTVzongyi/playlist.m3u8?zyangd
4台中文国际,http://117.148.179.157/PLTV/88888888/224/3221232797/index.m3u8?zyangd
4台中文国际,http://111.20.106.13:6610/yinhe/2/ch00000090990000001015/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=CCTV5,http://111.40.196.27/PLTV/88888888/224/3221225745/index.m3u8?zyangd
4台中文国际,http://111.20.106.13:6610/yinhe/2/ch00000090990000001015/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
4台中文国际,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225781/1.m3u8?zyangd
5台体育,http://111.40.196.27/PLTV/88888888/224/3221225745/index.m3u8?zyangd
5台体育,http://111.40.196.9/PLTV/88888888/224/3221225743/index.m3u8?zyangd
5台体育,http://117.148.179.157/PLTV/88888888/224/3221232788/index.m3u8?zyangd
5台体育,http://117.148.179.157/PLTV/88888888/224/3221232929/index.m3u8?zyangd
6台电影,http://111.40.196.31/PLTV/88888888/224/3221225561/index.m3u8?zyangd
6台电影,http://202.107.188.139:5002/cctv6_hdgq.m3u8?token=guoziyun?zyangd
6台电影,http://123.6.9.146/live/jz-cctv-6/live.m3u8?zyangd
7台国防军事,http://202.107.188.139:5002/cctv7_hdgq.m3u8?token=guoziyun?zyangd
7台国防军事,http://111.20.106.13:6610/yinhe/2/ch00000090990000001017/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
7台国防军事,http://111.20.106.13:6610/yinhe/2/ch00000090990000001325/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
7台国防军事,http://tvindexlive01.yn.ysten.com:8080/ysten-business/live/cctv-7/1.m3u8?zyangd
8台电视剧,http://111.40.196.25/PLTV/88888888/224/3221225565/index.m3u8?zyangd
8台电视剧,http://117.148.179.157/PLTV/88888888/224/3221232786/index.m3u8?zyangd
9台纪录, http://111.40.196.35/PLTV/88888888/224/3221225502/index.m3u8?zyangd
9台纪录,http://117.148.179.157/PLTV/88888888/224/3221232800/index.m3u8?zyangd
9台纪录,http://202.107.188.139:5002/cctv9_hdgq.m3u8?token=guoziyun?zyangd
9台纪录,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225758/1.m3u8?zyangd
10台科教,http://117.148.179.157/PLTV/88888888/224/3221232789/index.m3u8?zyangd
10台科教,http://111.20.106.13:6610/yinhe/2/ch00000090990000001011/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=CCTV11,http://111.40.196.27/PLTV/88888888/224/3221225496/index.m3u8?zyangd
10台科教,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225777/1.m3u8?zyangd
10台科教,http://123.6.9.146/live/jz-cctv-10/live.m3u8?zyangd
11台戏曲,http://111.40.196.27/PLTV/88888888/224/3221225496/index.m3u8?zyangd
11台戏曲,http://111.20.106.13:6610/yinhe/2/ch00000090990000001012/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
11台戏曲,http://117.148.179.157/PLTV/88888888/224/3221232843/index.m3u8?zyangd
11台戏曲,http://39.134.19.135/PLTV/88888888/224/3221225774/1.m3u8?zyangd
11台戏曲,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225776/1.m3u8?zyangd
12台社会与法,http://111.40.196.9/PLTV/88888888/224/3221225571/index.m3u8?zyangd
12台社会与法,http://111.20.106.13:6610/yinhe/2/ch00000090990000001013/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
12台社会与法,http://117.148.179.157/PLTV/88888888/224/3221232857/index.m3u8?zyangd
12台社会与法,http://123.6.9.146/live/jz-cctv-12/live.m3u8?zyangd
12台社会与法,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225775/1.m3u8?zyangd
13台新闻,http://111.40.196.27/PLTV/88888888/224/3221225504/index.m3u8?zyangd
13台新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8?zyangd
13台新闻,http://117.148.179.157/PLTV/88888888/224/3221232846/index.m3u8?zyangd
13台新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mhd.m3u8?auth_key=1635962688-0-e013f973588e41599d7751a912170d78-fd33c55f8befe5c00fb32fee650348c0?zyangd
13台新闻,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225617/1.m3u8?zyangd
13台新闻,http://newsbsh5ca.v.live.baishancdnx.cn/live/newscctv13_2/index.m3u8?zyangd
14台少儿,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8?zyangd
14台少儿,http://117.148.179.157/PLTV/88888888/224/3221232849/index.m3u8?zyangd
14台少儿,http://111.63.117.13:6060/030000001000/G_CCTV-14/G_CCTV-14.m3u8?zyangd
14台少儿,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225784/1.m3u8?zyangd
14台少儿,http://123.6.9.146/live/jz-cctv-14/live.m3u8?zyangd
15台音乐,http://111.40.196.31/PLTV/88888888/224/3221225500/index.m3u8?zyangd
15台音乐,http://117.148.179.157/PLTV/88888888/224/3221232860/index.m3u8?zyangd
15台音乐,http://111.63.117.13:6060/030000001000/G_CCTV-15/G_CCTV-15.m3u8?zyangd
16台奥林匹克,http://39.135.55.7:6610/PLTV/88888888/224/3221227125/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zyangd
16台奥林匹克,http://117.148.179.157/PLTV/88888888/224/3221233445/index.m3u8?zyangd
16台奥林匹克,http://117.148.179.157/PLTV/88888888/224/3221233371/index.m3u8?zyangd
17台农业农村,http://117.148.179.157/PLTV/88888888/224/3221232863/index.m3u8?zyangd
17台农业农村,http://59.51.68.40:1936/live/cctv7/playlist.m3u8?zyangd
17台农业农村,http://111.20.106.13:6610/yinhe/2/ch00000090990000001301/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
17台农业农村,http://tvindexlive01.yn.ysten.com:8080/ysten-business/live/cctv-17/1.m3u8?zyangd
17台农业农村,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226208/1.m3u8?zyangd
CHC家庭影院,http://117.148.179.157/PLTV/88888888/224/3221231799/index.m3u8?zyangd
CHC家庭影院,http://117.148.179.157/PLTV/88888888/224/3221232942/index.m3u8?zyangd
CHC动作电影,http://117.148.179.157/PLTV/88888888/224/3221231580/index.m3u8?zyangd
CHC动作电影,http://117.148.179.157/PLTV/88888888/224/3221232945/index.m3u8?zyangd
风云音乐,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012514102.m3u8?zyangd
第一剧场,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012514402.m3u8?zyangd
风云剧场,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012513602.m3u8?zyangd
高尔夫网球,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012512502.m3u8?zyangd
风云足球,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012514202.m3u8?zyangd
央视台球,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012513702.m3u8?zyangd
世界地理,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012513302.m3u8?zyangd
兵器科技,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012513402.m3u8?zyangd
老故事,http://39.134.19.248:6610/yinhe/2/ch00000090990000001315/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
女性时尚,http://39.134.19.248:6610/yinhe/2/ch00000090990000001316/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
发现之旅,http://39.134.19.248:6610/yinhe/2/ch00000090990000001314/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
奕坛春秋,http://39.134.19.248:6610/yinhe/2/ch00000090990000001322/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
家庭理财,http://39.134.19.248:6610/yinhe/2/ch00000090990000001321/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
置业频道,http://39.134.19.248:6610/yinhe/2/ch00000090990000001318/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
老故事,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226236/1.m3u8?zyangd
文化精品,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012513802.m3u8?zyangd
怀旧剧场,http://117.148.179.158/PLTV/88888888/224/3221231544/index.m3u8?zyangd
第一剧场,http://117.148.179.172/PLTV/88888888/224/3221231540/index.m3u8?zyangd
风云剧场,http://117.148.179.162/PLTV/88888888/224/3221231604/index.m3u8?zyangd
风云足球,http://117.148.179.137/PLTV/88888888/224/3221231547/index.m3u8?zyangd
怀旧剧场,http://117.148.179.157/PLTV/88888888/224/3221232870/index.m3u8?zyangd
怀旧剧场,http://117.148.179.157/PLTV/88888888/224/3221231544/index.m3u8?zyangd
风云剧场,http://117.148.179.157/PLTV/88888888/224/3221232873/index.m3u8?zyangd
风云剧场,http://117.148.179.157/PLTV/88888888/224/3221231604/index.m3u8?zyangd
风云足球,http://117.148.179.157/PLTV/88888888/224/3221232785/index.m3u8?zyangd
风云足球,http://117.148.179.157/PLTV/88888888/224/3221231547/index.m3u8?zyangd
兵器科技,http://117.148.179.157/PLTV/88888888/224/3221231573/index.m3u8?zyangd
世界地理,http://117.148.179.147/PLTV/88888888/224/3221231537/index.m3u8?zyangd
世界地理,http://117.148.179.157/PLTV/88888888/224/3221232867/index.m3u8?zyangd
世界地理,http://117.148.179.157/PLTV/88888888/224/3221231537/index.m3u8?zyangd
女性时尚,http://117.148.179.167/PLTV/88888888/224/3221231598/index.m3u8?zyangd
女性时尚,http://117.148.179.157/PLTV/88888888/224/3221232881/index.m3u8?zyangd
女性时尚,http://117.148.179.157/PLTV/88888888/224/3221231598/index.m3u8?zyangd
女性时尚,http://111.20.33.93/PLTV/88888893/224/3221226237/index.m3u8?zyangd
女性时尚,http://111.20.41.252/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226237/1.m3u8?zyangd
央视台球,http://117.148.179.157/PLTV/88888888/224/3221232875/index.m3u8?zyangd
央视台球,http://117.148.179.157/PLTV/88888888/224/3221231616/index.m3u8?zyangd
电视指南,http://117.148.179.157/PLTV/88888888/224/3221232876/index.m3u8?zyangd
电视指南,http://117.148.179.157/PLTV/88888888/224/3221231571/index.m3u8?zyangd
电视指南,http://39.134.196.142/hlsmgsplive.miguvideo.com:8080/ws_v/2018/dszn/dszn711/1000/index.m3u8?&encrypt=?zyangd
高尔夫网球,http://39.135.32.6:6610/PLTV/77777777/224/3221225884/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zyangd
高尔夫网球,http://117.148.179.157/PLTV/88888888/224/3221232858/index.m3u8?zyangd
高尔夫网球,http://117.148.179.157/PLTV/88888888/224/3221231619/index.m3u8?zyangd
高尔夫网,http://117.148.179.160/PLTV/88888888/224/3221231619/index.m3u8?zyangd
央视文化精品,http://117.148.179.157/PLTV/88888888/224/3221232864/index.m3u8?zyangd
央视文化精品,http://117.148.179.157/PLTV/88888888/224/3221231561/index.m3u8?zyangd
世界地理,http://117.148.179.156/PLTV/88888888/224/3221231537/index.m3u8?zyangd
央视台球,http://117.148.179.167/PLTV/88888888/224/3221231616/index.m3u8?zyangd
老故事,http://39.134.19.11/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226236/1.m3u8?zyangd
老故事,http://39.134.19.130/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226236/1.m3u8?zyangd
老故事,http://111.20.106.13:6610/yinhe/2/ch00000090990000001315/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
老故事,http://111.20.41.242/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226236/1.m3u8?zyangd
老故事,http://39.134.19.135/PLTV/88888888/224/3221225881/1.m3u8?zyangd
发现之旅,http://111.20.106.13:6610/yinhe/2/ch00000090990000001314/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
发现之旅,http://111.20.33.93/PLTV/88888893/224/3221226235/index.m3u8?zyangd
发现之旅,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226235/1.m3u8?zyangd
发现之旅,http://39.134.19.135/PLTV/88888888/224/3221225879/1.m3u8?zyangd
